Position,Track Name,Artist,Streams,Week,Month,Year,Artist Followers,Artist Genre,Artist Popularity,Track Popularity,Track Duration (ms),Album Name,Album Total Tracks,Album Released Date,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
100,BICHOTA,KAROL G,1892003,1,February,2021,29035650,canadian contemporary r&b,98,67,213525,The Highlights,18,2021-02-05,0.122,0.709,0.777,0.0,9,0.0883,-5.526,0,0.0444,107.943,4,0.6
101,Star Shopping,Lil Peep,1873696,1,February,2021,3957697,electropop,88,84,188343,everything means nothing,12,2020-08-21,0.125,0.782,0.559,0.0,6,0.385,-7.106,0,0.0767,129.992,1,0.685
102,Dior,Pop Smoke,1870414,1,February,2021,20370,trap queen,72,78,187000,Buss It,1,2020-05-15,0.0593,0.956,0.502,0.0,9,0.238,-5.995,1,0.213,110.003,4,0.795
103,POPSTAR (feat. Drake),DJ Khaled,1867860,1,February,2021,12773002,pop,91,85,207133,Fine Line,12,2019-12-13,0.0237,0.676,0.771,7e-06,8,0.102,-3.675,1,0.0483,99.048,4,0.569
104,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,1857472,1,February,2021,9190663,atl hip hop,89,80,193838,SAVAGE MODE II,15,2020-10-02,0.231,0.647,0.667,0.0,5,0.133,-5.563,1,0.304,172.08,4,0.704
105,Mood Swings (feat. Lil Tjay),Pop Smoke,1854720,1,February,2021,84312,bedroom pop,76,86,210463,Put Your Records On,1,2020-04-24,0.0563,0.399,0.491,0.00089,6,0.11,-10.778,0,0.0538,91.066,4,0.151
106,Drankin N Smokin,Future,1826757,1,February,2021,1867345,hip hop,80,72,136939,Time Today,1,2021-02-03,0.044,0.909,0.617,0.0,1,0.233,-7.736,1,0.401,136.924,4,0.301
107,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1817911,1,February,2021,4114880,brooklyn drill,94,84,216386,Meet The Woo,9,2019-07-26,0.212,0.548,0.805,0.000389,7,0.408,-5.732,1,0.351,142.094,4,0.648
108,SAD!,XXXTENTACION,1812917,1,February,2021,1434127,contemporary country,92,73,239120,Livin’ The Dream,1,2020-11-19,0.575,0.621,0.754,0.00484,7,0.213,-5.904,0,0.0269,127.036,4,0.441
109,champagne problems,Taylor Swift,1812526,1,February,2021,5645011,dance pop,83,85,200221,POPSTAR (feat. Drake),1,2020-07-17,0.057,0.8,0.56,0.0,5,0.134,-4.818,0,0.261,163.071,4,0.45
110,HIGHEST IN THE ROOM,Travis Scott,1810170,1,February,2021,1434127,contemporary country,92,77,205453,If I Know Me,14,2018-04-27,0.657,0.631,0.591,0.0,7,0.11,-5.785,1,0.0277,97.074,4,0.489
111,Whyd You Only Call Me When Youre High?,Arctic Monkeys,1807734,1,February,2021,13136428,dance pop,91,83,176960,Slime & B,13,2020-05-08,0.316,0.755,0.578,0.0,0,0.25,-8.932,0,0.145,94.148,4,0.581
112,Chasin You,Morgan Wallen,1804382,1,February,2021,30141465,latin,100,92,203200,EL ÚLTIMO TOUR DEL MUNDO,16,2020-11-27,0.0303,0.856,0.618,0.0,7,0.0866,-4.892,1,0.286,81.993,4,0.391
113,LA NOCHE DE ANOCHE,Bad Bunny,1804120,1,February,2021,5873404,north carolina hip hop,94,79,181714,Masterpiece,1,2021-01-15,0.0299,0.781,0.726,0.0,0,0.093,-4.213,1,0.0836,139.988,4,0.436
114,Godzilla (feat. Juice WRLD),Eminem,1802672,1,February,2021,4114880,brooklyn drill,94,84,213333,Shoot For The Stars Aim For The Moon,19,2020-07-03,0.487,0.48,0.602,0.0,10,0.0848,-6.335,0,0.368,179.798,4,0.269
115,Sofia,Clairo,1798060,1,February,2021,6306433,emo rap,90,84,142000,Star Shopping,1,2019-04-19,0.0967,0.585,0.471,0.0184,4,0.115,-9.934,0,0.0616,93.099,4,0.323
116,Golden,Harry Styles,1793409,1,February,2021,25390701,emo rap,94,85,166605,?,18,2018-03-16,0.258,0.74,0.613,0.00372,8,0.123,-4.88,1,0.145,75.023,4,0.473
117,Train Wreck,James Arthur,1791944,1,February,2021,14953236,latin,90,93,178946,BICHOTA,1,2020-10-23,0.212,0.863,0.666,0.000493,1,0.103,-4.158,0,0.152,163.908,4,0.838
118,Forever After All,Luke Combs,1783137,1,February,2021,10969728,garage rock,89,85,161123,AM,12,2013-09-09,0.0483,0.691,0.631,1.13e-05,2,0.104,-6.478,1,0.0368,92.004,4,0.8
119,Go Crazy,Chris Brown,1778384,1,February,2021,10818987,melodic rap,92,82,182706,Luv Is Rage 2,16,2017-08-25,0.00264,0.732,0.75,0.0,11,0.109,-6.366,0,0.231,155.096,4,0.401
120,lovely (with Khalid),Billie Eilish,1777068,1,February,2021,3132058,chicago rap,89,81,163797,THE GOAT,16,2020-05-15,0.149,0.783,0.479,0.0,7,0.101,-10.646,1,0.541,176.027,4,0.533
121,Better Together,Luke Combs,1776422,1,February,2021,15906329,chicago rap,98,81,189322,Bandit (with YoungBoy Never Broke Again),1,2019-10-04,0.0687,0.474,0.631,0.0,5,0.132,-5.884,0,0.343,180.051,4,0.425
122,Paradise (feat. Dermot Kennedy),MEDUZA,1770475,1,February,2021,322921,trap,74,81,170232,Moonwalking in Calabasas (feat. Blueface) [Remix],1,2020-12-02,0.0614,0.928,0.341,0.0,11,0.162,-10.196,0,0.103,129.966,4,0.745
123,21,Polo G,1767631,1,February,2021,29035650,canadian contemporary r&b,98,68,277724,The Highlights,18,2021-02-05,0.433,0.658,0.282,0.0,2,0.0741,-8.282,0,0.0353,119.757,3,0.39
124,Livin’ The Dream,Morgan Wallen,1765236,1,February,2021,15210607,rap,95,86,175720,HIGHEST IN THE ROOM,1,2019-10-04,0.0546,0.598,0.427,5.83e-06,7,0.21,-8.764,0,0.0317,76.469,4,0.0605
125,If the World Was Ending - feat. Julia Michaels,JP Saxe,1757442,1,February,2021,4395799,trap latino,95,92,232853,Bandido,1,2020-12-10,0.122,0.713,0.617,0.0,8,0.0962,-4.637,1,0.0887,168.021,4,0.682
126,BOP,DaBaby,1751993,1,February,2021,2513822,modern rock,79,80,182826,"So Wrong, It's Right",12,2007-09-25,0.00725,0.459,0.895,0.0,2,0.206,-3.126,1,0.0805,181.04,4,0.572
127,Violent,carolesdaughter,1745205,1,February,2021,1434127,contemporary country,92,74,185280,Dangerous: The Double Album,30,2021-01-08,0.0921,0.553,0.884,0.00033,2,0.0463,-5.306,1,0.0771,110.074,4,0.248
128,Righteous,Juice WRLD,1743986,1,February,2021,58120695,dance pop,97,84,182437,34+35 (Remix),1,2021-01-15,0.205,0.88,0.662,0.0,0,0.227,-5.766,1,0.304,109.988,4,0.726
129,Dont Start Now,Dua Lipa,1740568,1,February,2021,10818987,melodic rap,92,81,220586,Luv Is Rage 2 (Deluxe),20,2017-11-17,0.109,0.773,0.75,0.0,8,0.174,-4.009,0,0.117,123.426,4,0.783
130,pov,Ariana Grande,1740452,1,February,2021,4439478,contemporary country,85,79,232533,What You See Ain't Always What You Get (Deluxe Edition),23,2020-10-23,0.191,0.487,0.65,0.0,0,0.0933,-5.195,1,0.0253,151.964,4,0.456
131,Tequila Shots,Kid Cudi,1736806,1,February,2021,382500,edm,84,90,167903,Paradise,1,2020-10-30,0.0689,0.632,0.595,0.0,8,0.209,-7.644,0,0.0401,124.114,4,0.435
132,505,Arctic Monkeys,1736126,1,February,2021,216838,canadian contemporary r&b,79,85,208687,If the World Was Ending (feat. Julia Michaels),1,2019-10-17,0.866,0.464,0.473,0.0,1,0.109,-10.086,1,0.129,75.801,4,0.604
133,Reminds Me Of You,Juice WRLD,1731138,1,February,2021,12773002,pop,91,87,208906,Fine Line,12,2019-12-13,0.21,0.448,0.838,0.000131,4,0.131,-5.257,0,0.0557,139.863,4,0.254
134,E-GIRLS ARE RUINING MY LIFE!,CORPSE,1729342,1,February,2021,41793659,detroit hip hop,94,84,210800,Music To Be Murdered By,20,2020-01-17,0.145,0.808,0.745,0.0,10,0.292,-5.26,0,0.342,165.995,4,0.829
135,This Bar,Morgan Wallen,1727004,1,February,2021,39643228,electropop,94,87,200185,lovely (with Khalid),1,2018-04-19,0.934,0.351,0.296,0.0,4,0.095,-10.109,0,0.0333,115.284,4,0.12
136,MIDDLE CHILD,J. Cole,1721043,1,February,2021,7516302,pop,87,86,208826,Back from the Edge,17,2016-10-28,0.701,0.311,0.485,0.0,6,0.0726,-5.726,0,0.0365,77.355,4,0.225
137,20 Min,Lil Uzi Vert,1713793,1,February,2021,4439478,contemporary country,85,78,219573,What You See Is What You Get,18,2019-11-08,0.827,0.552,0.225,0.0,0,0.111,-11.501,1,0.0477,138.002,4,0.67
138,Roses - Imanbek Remix,SAINt JHN,1710330,1,February,2021,2254953,bedroom pop,83,85,188386,Immunity,11,2019-08-02,0.598,0.744,0.619,0.00372,0,0.231,-9.805,1,0.039,112.997,4,0.641
139,Everybody Dies In Their Nightmares,XXXTENTACION,1707652,1,February,2021,10969728,garage rock,89,77,253586,Favourite Worst Nightmare (Standard Version),12,2007-04-24,0.00237,0.52,0.852,5.79e-05,0,0.0733,-5.866,1,0.0543,140.267,4,0.234
140,XO Tour Llif3,Lil Uzi Vert,1705433,1,February,2021,5873404,north carolina hip hop,94,82,159714,KIRK,13,2019-09-27,0.189,0.769,0.787,0.0,11,0.129,-3.909,1,0.367,126.77,4,0.836
141,Fuck Love (feat. Trippie Redd),XXXTENTACION,1699526,1,February,2021,5384419,big room,87,92,164000,The Business,1,2020-09-16,0.414,0.798,0.62,0.0192,8,0.112,-7.079,0,0.232,120.031,4,0.235
142,Can You Feel My Heart,Bring Me The Horizon,1697553,1,February,2021,461132,indie pop,77,81,249586,Montgomery Ricky,10,2016-04-08,0.262,0.432,0.652,0.0,8,0.258,-4.969,1,0.0285,190.028,3,0.507
143,Line Without a Hook,Ricky Montgomery,1689895,1,February,2021,25390701,emo rap,94,84,95466,17,11,2017-08-25,0.847,0.734,0.57,2.14e-05,7,0.112,-7.066,0,0.133,129.953,4,0.689
144,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1686725,1,February,2021,12619540,conscious hip hop,88,80,213593,MIDDLE CHILD,1,2019-01-23,0.149,0.837,0.364,0.0,8,0.271,-11.713,1,0.276,123.984,4,0.463
145,oops!,Yung Gravy,1678549,1,February,2021,15906329,chicago rap,98,0,243356,Sleep Rap,31,2021-02-19,0.0397,0.707,0.622,0.0,0,0.149,-6.951,1,0.031,142.942,4,0.223
146,Falling,Harry Styles,1677067,1,February,2021,15906329,chicago rap,98,79,196180,Legends Never Die,22,2020-07-10,0.224,0.694,0.685,0.0,6,0.124,-6.535,0,0.133,158.831,4,0.306
147,Ballin (with Roddy Ricch),Mustard,1676539,1,February,2021,23972837,reggaeton,93,85,200481,Hawái (Remix),1,2020-11-05,0.105,0.766,0.788,5.81e-06,6,0.142,-3.128,0,0.312,179.984,4,0.609
148,Beautiful Crazy,Luke Combs,1670787,1,February,2021,9875843,atl hip hop,91,81,213520,Pluto x Baby Pluto,16,2020-11-13,0.0421,0.752,0.658,0.0,0,0.0927,-6.297,1,0.342,151.951,4,0.387
149,The Less I Know The Better,Tame Impala,1668340,1,February,2021,604739,alternative r&b,82,83,198370,TAKE TIME,8,2020-03-27,0.527,0.451,0.462,0.0,0,0.303,-8.962,1,0.0782,89.174,3,0.533
150,After Party,Don Toliver,1659420,1,February,2021,4439478,contemporary country,85,78,193200,This One's for You Too (Deluxe Edition),17,2018-06-01,0.676,0.551,0.402,0.0,11,0.0928,-7.431,1,0.0262,103.313,4,0.382
151,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,1658167,1,February,2021,4658277,australian psych,83,83,216320,Currents,13,2015-07-17,0.0115,0.64,0.74,0.00678,4,0.167,-4.083,1,0.0284,116.879,4,0.785
152,Masterpiece,DaBaby,1656795,1,February,2021,25390701,emo rap,94,84,95466,17,11,2017-08-25,0.847,0.734,0.57,2.14e-05,7,0.112,-7.066,0,0.133,129.953,4,0.689
153,ROXANNE,Arizona Zervas,1645809,1,February,2021,29035650,canadian contemporary r&b,98,64,228382,The Highlights,18,2021-02-05,0.19,0.471,0.581,0.0,1,0.309,-5.195,1,0.0345,133.991,3,0.161
154,Mr. Brightside,The Killers,1643621,1,February,2021,25390701,emo rap,94,82,146520,17,11,2017-08-25,0.0172,0.797,0.533,0.000152,0,0.103,-9.74,0,0.0412,131.036,4,0.329
155,Remember That Night?,Sara Kays,1643342,1,February,2021,22852186,dance pop,95,83,183290,Don't Start Now,1,2019-10-31,0.0125,0.794,0.793,0.0,11,0.0952,-4.521,0,0.0842,123.941,4,0.677
156,Tongue Tied,Grouplove,1638033,1,February,2021,37050932,dance pop,98,82,244000,evermore,15,2020-12-11,0.92,0.462,0.24,0.0,0,0.113,-12.077,1,0.0377,171.319,4,0.32
157,We Paid (feat. 42 Dugg),Lil Baby,1635913,1,February,2021,1360305,viral rap,80,83,105176,E-GIRLS ARE RUINING MY LIFE!,1,2020-09-25,0.00161,0.614,0.937,0.00136,1,0.103,-7.443,1,0.115,84.98,4,0.386
158,Be Like That - feat. Swae Lee & Khalid,Kane Brown,1634448,1,February,2021,654516,melodic rap,82,74,176867,While The World Was Burning,14,2020-11-20,0.0143,0.769,0.719,0.00777,8,0.359,-5.472,1,0.0474,121.955,4,0.863
159,The Business,Tiësto,1611176,1,February,2021,817818,cali rap,81,81,180434,Perfect Ten,10,2019-06-28,0.392,0.809,0.545,0.0,7,0.151,-6.678,1,0.0735,97.008,4,0.244
160,WHATS POPPIN,Jack Harlow,1607657,1,February,2021,5837298,modern rock,82,74,222586,Hot Fuss,11,2004-06-15,0.00101,0.356,0.924,0.0,1,0.0953,-3.74,1,0.0808,148.017,4,0.232
161,SICKO MODE,Travis Scott,1603658,1,February,2021,6241352,atl hip hop,93,80,145542,Drip Harder,13,2018-10-05,0.0852,0.897,0.662,0.0,1,0.534,-6.903,0,0.292,112.511,4,0.389
162,Hit Different,SZA,1602384,1,February,2021,58120695,dance pop,97,83,201882,Positions,14,2020-10-30,0.36,0.487,0.534,0.0,0,0.1,-5.664,0,0.0555,131.798,4,0.173
163,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,1600910,1,February,2021,4474324,irish singer-songwriter,83,75,241693,Hozier (Expanded Edition),15,2014-09-19,0.634,0.566,0.664,0.0,4,0.116,-5.303,0,0.0464,128.945,4,0.437
164,July,Noah Cyrus,1599126,1,February,2021,6241352,atl hip hop,93,78,210698,Errbody,1,2020-12-03,0.000407,0.887,0.606,0.0,2,0.151,-6.572,1,0.324,139.995,4,0.272
165,Smile (with The Weeknd),Juice WRLD,1595519,1,February,2021,12773002,pop,91,85,240133,Fine Line,12,2019-12-13,0.839,0.567,0.267,1.46e-06,4,0.089,-6.502,1,0.0299,110.011,4,0.0592
166,Mr Loverman,Ricky Montgomery,1579116,1,February,2021,15210607,rap,95,85,312820,ASTROWORLD,17,2018-08-03,0.00513,0.834,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,4,0.446
167,Sky,Playboi Carti,1574416,1,February,2021,15906329,chicago rap,98,81,160212,Legends Never Die,22,2020-07-10,0.291,0.701,0.65,0.0,6,0.112,-6.313,1,0.104,90.003,4,0.647
168,Take Me To Church,Hozier,1573483,1,February,2021,573928,pop rap,77,84,163636,ROXANNE,1,2019-10-10,0.0522,0.621,0.601,0.0,6,0.46,-5.616,0,0.148,116.735,5,0.457
169,Took Her To The O,King Von,1569055,1,February,2021,3153221,contemporary country,81,81,191406,Be Like That (feat. Swae Lee & Khalid),1,2020-07-10,0.0469,0.727,0.626,2.58e-05,7,0.126,-8.415,1,0.0726,86.97,4,0.322
170,Falling,Trevor Daniel,1554319,1,February,2021,963921,indie pop,72,80,218013,Never Trust a Happy Song,12,2011-09-02,0.00847,0.56,0.936,0.0,3,0.161,-5.835,1,0.0439,112.96,4,0.371
171,Daisy,Ashnikko,1553078,1,February,2021,1262212,rap,87,82,167915,Heaven Or Hell,12,2020-03-13,0.00981,0.629,0.692,0.331,5,0.603,-8.045,1,0.0376,162.948,4,0.453
172,Neon Eyes,Morgan Wallen,1551946,1,February,2021,186493,modern indie pop,74,83,227186,Remember That Night?,1,2020-11-06,0.585,0.679,0.61,9.51e-05,7,0.156,-10.936,0,0.0305,123.978,4,0.554
173,Maniac,Conan Gray,1550772,1,February,2021,5352285,dance pop,87,87,222522,TRANSLATION,15,2020-11-02,0.0206,0.965,0.485,0.0237,2,0.0655,-8.784,1,0.191,124.025,4,0.312
174,Say You Wont Let Go,James Arthur,1545855,1,February,2021,15906329,chicago rap,98,83,158032,Reminds Me Of You,1,2020-12-08,0.0663,0.613,0.631,0.0,4,0.169,-6.965,1,0.12,149.992,4,0.33
175,Mr. Rager,Kid Cudi,1539060,1,February,2021,805095,dance pop,79,82,156106,THE END OF EVERYTHING,8,2020-05-15,0.868,0.708,0.186,0.0,9,0.0779,-8.953,0,0.042,72.541,4,0.322
176,Bandaid On A Bullet Hole - Bonus,Morgan Wallen,1537766,1,February,2021,461132,indie pop,77,80,216880,Montgomery Ricky,10,2016-04-08,0.245,0.639,0.526,2.43e-05,0,0.25,-6.697,1,0.0256,130.033,3,0.488
177,forget me too (feat. Halsey),Machine Gun Kelly,1535325,1,February,2021,4592592,hip hop,89,80,193293,Man On The Moon III: The Chosen,18,2020-12-11,0.084,0.712,0.556,5.04e-05,5,0.527,-7.214,0,0.0531,90.494,4,0.22
178,Armed And Dangerous,Juice WRLD,1527272,1,February,2021,7516302,pop,87,85,211466,Back from the Edge,17,2016-10-28,0.695,0.358,0.557,0.0,10,0.0902,-7.398,1,0.059,85.043,4,0.494
179,More Surprised Than Me,Morgan Wallen,1522652,1,February,2021,719524,electropop,84,81,169632,You (with Marshmello & Vance Joy),1,2021-01-29,0.0493,0.668,0.563,0.0,11,0.119,-6.433,1,0.0522,103.116,4,0.305
180,I Fall Apart,Post Malone,1510051,1,February,2021,1041646,meme rap,78,79,139759,Gasanova,14,2020-10-02,0.0358,0.886,0.743,0.000198,6,0.0511,-6.797,0,0.0812,131.902,4,0.941
181,TE MUDASTE,Bad Bunny,1502494,1,February,2021,713745,deep underground hip hop,86,83,227478,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",1,2020-06-24,0.0631,0.904,0.723,0.0,11,0.185,-5.224,0,0.26,145.013,4,0.835
182,Spicy (feat. Post Malone),Ty Dolla $ign,1500955,1,February,2021,771182,chicago rap,82,78,196179,Levon James,16,2020-03-06,0.0149,0.82,0.592,4.71e-06,1,0.121,-7.002,1,0.29,159.98,4,0.4
183,Onna Come Up (feat. G Herbo) [Remix],Lil Eazzyy,1494160,1,February,2021,29035650,canadian contemporary r&b,98,65,260255,The Highlights,18,2021-02-05,0.11,0.602,0.528,0.0,1,0.157,-7.152,0,0.0556,133.851,4,0.455
184,Hope,XXXTENTACION,1490282,1,February,2021,6241352,atl hip hop,93,79,181929,My Turn (Deluxe),26,2020-05-01,0.135,0.926,0.542,0.0,1,0.0877,-5.064,1,0.293,135.14,4,0.564
185,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1490214,1,February,2021,4598099,pop,89,80,202007,Hit Different,1,2020-09-04,0.199,0.679,0.516,0.0,0,0.0965,-6.371,0,0.0452,120.074,4,0.716
186,Bandido,Myke Towers,1489444,1,February,2021,566932,alternative r&b,79,83,159381,Falling,1,2018-10-05,0.123,0.785,0.431,0.0,10,0.0887,-8.756,0,0.0364,127.085,4,0.236
187,Dance Monkey,Tones And I,1486095,1,February,2021,2616739,australian pop,83,87,209438,Dance Monkey (Stripped Back) / Dance Monkey,2,2019-10-17,0.692,0.824,0.588,0.000104,6,0.149,-6.4,0,0.0924,98.027,4,0.513
188,Errbody,Lil Baby,1485468,1,February,2021,16475919,conscious hip hop,90,75,386906,"good kid, m.A.A.d city",13,2012,0.0703,0.716,0.531,0.0,7,0.224,-7.355,1,0.122,71.994,4,0.344
189,PTSD,G Herbo,1481941,1,February,2021,31225395,dfw rap,93,81,223346,Stoney (Deluxe),18,2016-12-09,0.0689,0.556,0.538,0.0,8,0.196,-5.408,0,0.0382,143.95,4,0.291
190,"10,000 Hours (with Justin Bieber)",Dan + Shay,1478897,1,February,2021,4761818,hip hop,85,75,186349,Provide (feat. Chris Brown & Mark Morrison),1,2021-02-05,0.0165,0.652,0.803,0.0,9,0.307,-4.116,0,0.238,95.025,4,0.661
191,Money Trees,Kendrick Lamar,1478280,1,February,2021,2801513,bedroom pop,84,84,185773,Kid Krow,12,2020-03-20,0.00162,0.628,0.639,0.0,8,0.354,-5.46,1,0.0435,108.045,4,0.493
192,Moonlight,XXXTENTACION,1477932,1,February,2021,25390701,emo rap,94,84,135090,?,18,2018-03-16,0.556,0.921,0.537,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,0.711
193,bloody valentine,Machine Gun Kelly,1460854,1,February,2021,15906329,chicago rap,98,79,169999,Goodbye & Good Riddance,17,2018-12-10,0.186,0.736,0.67,0.0,10,0.114,-6.702,1,0.311,130.032,4,0.845
194,Adderall (Corvette Corvette) - Remix,Popp Hunna,1459349,1,February,2021,10969728,garage rock,89,85,272394,AM,12,2013-09-09,0.186,0.548,0.532,0.000263,5,0.217,-7.596,1,0.0323,85.03,4,0.405
195,"Sunday Best (Feeling Good, Like I Should)",Surfaces,1456921,1,February,2021,3130112,ohio hip hop,89,79,171620,Tickets To My Downfall,15,2020-09-25,0.000417,0.654,0.875,0.0086,1,0.194,-4.845,1,0.0744,99.975,4,0.522
196,Wonder,Shawn Mendes,1455126,1,February,2021,3557540,melodic metalcore,83,77,227296,Sempiternal (Deluxe Edition),14,2013-04-02,0.00272,0.235,0.86,0.0969,4,0.388,-2.842,0,0.0561,127.788,4,0.342
197,The Hills,The Weeknd,1449133,1,February,2021,2102867,contemporary country,81,83,167693,"10,000 Hours (with Justin Bieber)",1,2019-10-04,0.153,0.654,0.63,0.0,10,0.111,-4.644,1,0.0259,89.991,4,0.43
198,GIRL LIKE ME,Black Eyed Peas,1445333,1,February,2021,3672882,pop rap,89,82,143375,Featuring Ty Dolla $ign,25,2020-10-23,0.143,0.782,0.51,0.0,4,0.115,-5.724,0,0.0419,99.993,4,0.118
199,Savage Love (Laxed - Siren Beat),Jawsh 685,1441582,1,February,2021,4407457,atl hip hop,86,78,193234,Whole Lotta Red,24,2020-12-25,0.258,0.785,0.903,0.0,2,0.169,-4.184,1,0.21,139.98,4,0.565
200,You’re Mines Still (feat. Drake),Yung Bleu,1439858,1,February,2021,953031,pop,90,81,177322,"All I Want (From ""High School Musical: The Musical: The Series"")",2,2019-11-27,0.0902,0.376,0.43,0.0,0,0.0912,-6.585,0,0.0328,77.599,3,0.129
1,drivers license,Olivia Rodrigo,11754368,2,February,2021,953031,pop,90,100,242013,drivers license,1,2021-01-08,0.721,0.585,0.436,1.31e-05,10,0.105,-8.761,1,0.0601,143.874,4,0.132
2,Save Your Tears,The Weeknd,7611570,2,February,2021,29035650,canadian contemporary r&b,98,94,215626,After Hours,14,2020-03-20,0.0212,0.68,0.826,1.24e-05,0,0.543,-5.487,1,0.0309,118.051,4,0.644
3,Good Days,SZA,7462224,2,February,2021,4598099,pop,89,92,279204,Good Days,1,2020-12-25,0.499,0.436,0.655,8.1e-06,1,0.688,-8.37,0,0.0583,121.002,4,0.412
4,Blinding Lights,The Weeknd,6944779,2,February,2021,29035650,canadian contemporary r&b,98,95,200040,After Hours,14,2020-03-20,0.00146,0.514,0.73,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,0.334
5,Up,Cardi B,6865504,2,February,2021,14529278,dance pop,90,85,156944,Up,1,2021-02-05,0.0012,0.868,0.795,0.0193,11,0.0461,-6.044,1,0.269,166.0,4,0.819
6,Streets,Doja Cat,6491672,2,February,2021,5345421,dance pop,91,91,226986,Hot Pink,12,2019-11-07,0.208,0.749,0.463,0.0371,11,0.337,-8.433,1,0.0828,90.028,4,0.19
7,Whoopty,CJ,5061462,2,February,2021,58120695,dance pop,97,93,172324,Positions,14,2020-10-30,0.468,0.737,0.802,0.0,0,0.0931,-4.771,1,0.0878,144.015,4,0.682
8,Mood (feat. iann dior),24kGoldn,4449275,2,February,2021,783236,cali rap,88,94,140525,Mood (feat. iann dior),1,2020-07-24,0.221,0.7,0.722,0.0,7,0.272,-3.558,0,0.0369,90.989,4,0.756
9,Levitating (feat. DaBaby),Dua Lipa,4302003,2,February,2021,22852186,dance pop,95,89,203064,Levitating (feat. DaBaby),1,2020-10-01,0.00883,0.702,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,0.915
10,DÁKITI,Bad Bunny,4282307,2,February,2021,30141465,latin,100,93,205090,DÁKITI,1,2020-10-30,0.401,0.731,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,0.145
11,34+35,Ariana Grande,4213276,2,February,2021,58120695,dance pop,97,92,173710,Positions,14,2020-10-30,0.237,0.83,0.585,0.0,0,0.248,-6.476,1,0.094,109.978,4,0.485
12,WITHOUT YOU,The Kid LAROI,4192149,2,February,2021,1350194,australian hip hop,92,93,161384,F*CK LOVE (SAVAGE),22,2020-11-06,0.213,0.662,0.413,0.0,0,0.134,-7.357,1,0.0299,93.005,4,0.467
13,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,4040876,2,February,2021,227549,pop rap,85,86,195428,B4 The Storm,17,2020-08-28,0.25,0.8,0.658,0.0,1,0.111,-6.142,0,0.079,140.042,4,0.462
14,Best Friend (feat. Doja Cat),Saweetie,3975314,2,February,2021,944391,cali rap,82,86,155883,Best Friend (feat. Doja Cat),1,2021-01-07,0.00302,0.84,0.766,3.61e-06,4,0.0684,-4.12,1,0.136,94.018,4,0.402
15,Wasted On You,Morgan Wallen,3856995,2,February,2021,1434127,contemporary country,92,82,178520,Dangerous: The Double Album,30,2021-01-08,0.373,0.505,0.657,0.00107,11,0.126,-5.24,0,0.0318,196.0,3,0.252
16,positions,Ariana Grande,3798228,2,February,2021,58120695,dance pop,97,93,172324,Positions,14,2020-10-30,0.468,0.737,0.802,0.0,0,0.0931,-4.771,1,0.0878,144.015,4,0.682
17,Sand In My Boots,Morgan Wallen,3783529,2,February,2021,1434127,contemporary country,92,80,202133,Dangerous: The Double Album,30,2021-01-08,0.59,0.403,0.537,0.0,3,0.112,-6.628,1,0.031,69.877,4,0.414
18,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,3676460,2,February,2021,4114880,brooklyn drill,94,89,190476,Shoot For The Stars Aim For The Moon,19,2020-07-03,0.114,0.823,0.586,0.0,6,0.193,-6.606,0,0.2,125.971,4,0.347
19,Sweater Weather,The Neighbourhood,3488447,2,February,2021,5508724,modern alternative rock,87,88,240400,I Love You.,11,2013-04-19,0.0495,0.612,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398
20,Somebody’s Problem,Morgan Wallen,3479801,2,February,2021,1434127,contemporary country,92,77,161773,Dangerous: The Double Album,30,2021-01-08,0.657,0.658,0.538,0.0,5,0.123,-7.676,1,0.0289,136.967,4,0.62
21,What You Know Bout Love,Pop Smoke,3472887,2,February,2021,4114880,brooklyn drill,94,91,160000,Shoot For The Stars Aim For The Moon,19,2020-07-03,0.65,0.709,0.548,1.59e-06,10,0.133,-8.493,1,0.353,83.995,4,0.543
22,WAP (feat. Megan Thee Stallion),Cardi B,3460247,2,February,2021,14529278,dance pop,90,89,187541,WAP (feat. Megan Thee Stallion),1,2020-08-07,0.0194,0.935,0.454,0.0,1,0.0824,-7.509,1,0.375,133.073,4,0.357
23,Heat Waves,Glass Animals,3399493,2,February,2021,1524928,gauze pop,83,81,238805,Dreamland,16,2020-08-07,0.44,0.761,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531
