,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
51,"Chicago Freestyle (feat. Giveon)",Drake,3446491,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
52,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,3400634,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
53,"Go Crazy","Chris Brown",3386829,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
54,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",3296205,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
55,"Flex (feat. Juice WRLD)","Polo G",3243556,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
56,"Got It On Me","Pop Smoke",3190331,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
57,Dior,"Pop Smoke",3181589,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
58,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",3143847,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
59,"Life Is Good (feat. Drake)",Future,3108887,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
60,"Break My Heart","Dua Lipa",3003617,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
61,"Adore You","Harry Styles",2973211,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
62,"Stuck with U (with Justin Bieber)","Ariana Grande",2967337,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
63,"Don't Start Now","Dua Lipa",2922123,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
64,"Before You Go","Lewis Capaldi",2909423,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
65,Supalonely,BENEE,2842559,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
66,"Prospect (ft. Lil Baby)","iann dior",2802407,https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt
67,goosebumps,"Travis Scott",2801235,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
68,"hot girl bummer",blackbear,2793520,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
69,21,"Polo G",2792144,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
70,"Someone You Loved","Lewis Capaldi",2783910,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
71,"Be Kind (with Halsey)",Marshmello,2780086,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
72,"Stunnin' (feat. Harm Franklin)","Curtis Waters",2749390,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
73,"High Fashion (feat. Mustard)","Roddy Ricch",2713591,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
74,"Are You Bored Yet? (feat. Clairo)",Wallows,2705067,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
75,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",2671859,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
76,"ily (i love you baby) (feat. Emilee)","Surf Mesa",2656280,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
77,"HIGHEST IN THE ROOM","Travis Scott",2647510,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
78,Falling,"Trevor Daniel",2630192,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
79,SWAG,YG,2630154,https://open.spotify.com/track/2ap9kKsIEiWa4bzsjqACEx
80,ROXANNE,"Arizona Zervas",2624335,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
81,"Say So","Doja Cat",2617064,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
82,"Ballin' (with Roddy Ricch)",Mustard,2588927,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
83,"Breaking Me",Topic,2543414,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
84,"How You Like That",BLACKPINK,2470611,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
85,GOOBA,6ix9ine,2395945,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
86,"SICKO MODE","Travis Scott",2395339,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
87,BOP,DaBaby,2369769,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
88,"Dance Monkey","Tones And I",2341107,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
89,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",2339265,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
90,"Godzilla (feat. Juice WRLD)",Eminem,2337004,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
91,"Hasta Que Dios Diga","Anuel AA",2324692,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
92,"Emotionally Scarred","Lil Baby",2282235,https://open.spotify.com/track/7ge7BHazYbVKi8qyZUX1Bm
93,"Whiskey Glasses","Morgan Wallen",2274240,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
94,"Jocelyn Flores",XXXTENTACION,2255624,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
95,"Girls in the Hood","Megan Thee Stallion",2239105,https://open.spotify.com/track/6WbTTAGKrQtCQvmc5BuYfh
96,"Heartless (feat. Morgan Wallen)",Diplo,2227158,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk
97,"Chasin' You","Morgan Wallen",2141984,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A
98,"Play Date","Melanie Martinez",2085743,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
99,SAD!,XXXTENTACION,2077880,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
100,Myron,"Lil Uzi Vert",2041499,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
101,"everything i wanted","Billie Eilish",2035294,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
102,"Shotta Flow 5","NLE Choppa",2028301,https://open.spotify.com/track/1orjH4IkSH9VrWmRCToKV8
103,Satisfied,"Renée Elise Goldsberry",2023424,https://open.spotify.com/track/3dP0pLbg9OfVwssDjp9aT0
104,Legends,"Juice WRLD",2022650,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
105,Reggaetonera,"Anuel AA",2005780,https://open.spotify.com/track/6yVkakCN460KOVol9ZazjH
106,"Make It Rain (feat. Rowdy Rebel)","Pop Smoke",2005360,https://open.spotify.com/track/71d7LaAgPcNcUopu3OzmP7
107,"Deep End Freestyle","Sleepy Hallow",2002381,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
108,"You'll Be Back","Jonathan Groff",1999888,https://open.spotify.com/track/6OG1S805gIrH5nAQbEOPY3
109,"3 Headed Goat (feat. Lil Baby & Polo G)","Lil Durk",1985324,https://open.spotify.com/track/2h4cmbyb6S7e8igDZIITJU
110,"If the World Was Ending - feat. Julia Michaels","JP Saxe",1978911,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
111,Mariposa,"Peach Tree Rascals",1970180,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD
112,"Something Special","Pop Smoke",1967352,https://open.spotify.com/track/5kkaSMcf4BFlhRRICCKZb6
113,Ransom,"Lil Tecca",1963031,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
114,"Wash Us In The Blood","Kanye West",1953082,https://open.spotify.com/track/7mEUjhl6aTztdHCrxoTgBG
115,"More Than My Hometown","Morgan Wallen",1951118,https://open.spotify.com/track/6FniJZn4agmDtPx1pKZQsa
116,"Aim For The Moon (feat. Quavo)","Pop Smoke",1943422,https://open.spotify.com/track/6O7fPYTsb2mY0PiFt2ymDB
117,"In Your Eyes","The Weeknd",1941337,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
118,Gangstas,"Pop Smoke",1937390,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF
119,"SLOW DANCING IN THE DARK",Joji,1931295,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
120,"Armed And Dangerous","Juice WRLD",1918670,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
121,PTSD,"G Herbo",1896327,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
122,"MIDDLE CHILD","J. Cole",1893459,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
123,"That Way - Bonus Track","Lil Uzi Vert",1887646,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
124,"Magic In The Hamptons (feat. Lil Yachty)","Social House",1885216,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
125,"Mood Swings (feat. Lil Tjay)","Pop Smoke",1879227,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
126,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",1877044,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
127,"TKN (feat. Travis Scott)",ROSALÍA,1875498,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
128,"OUT WEST (feat. Young Thug)",JACKBOYS,1865738,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
129,"lovely (with Khalid)","Billie Eilish",1864513,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
130,P2,"Lil Uzi Vert",1859717,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
131,"Money In The Grave (Drake ft. Rick Ross)",Drake,1858576,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
132,"...And To Those I Love, Thanks For Sticking Around",$uicideBoy$,1846816,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0
133,Narcos,"Anuel AA",1845969,https://open.spotify.com/track/7mcdgAXmb35dakBnfDIv3q
134,"Hate Me (with Juice WRLD)","Ellie Goulding",1845551,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
135,"Tongue Tied",Grouplove,1842977,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
136,"Turks (with Gunna & ft. Travis Scott)",NAV,1835939,https://open.spotify.com/track/7IMwEtpAiJanqF6vQteZN2
137,"Beautiful Crazy","Luke Combs",1829373,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
138,MAMACITA,"Black Eyed Peas",1824013,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
139,Suge,DaBaby,1816848,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
140,"Lose Somebody",Kygo,1805423,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
141,"Alexander Hamilton","Leslie Odom Jr.",1804361,https://open.spotify.com/track/4TTV7EcfroSLWzXRY6gLv6
142,"rockstar (feat. 21 Savage)","Post Malone",1804033,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
143,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","Ty Dolla $ign",1802514,https://open.spotify.com/track/4JB0EAT4BkLShTyTt50FmO
144,"Truth Hurts",Lizzo,1796081,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
145,Wow.,"Post Malone",1792920,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
146,"bad guy","Billie Eilish",1787305,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
147,"XO Tour Llif3","Lil Uzi Vert",1771819,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
148,Falling,"Harry Styles",1762837,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
149,Helpless,"Phillipa Soo",1755512,https://open.spotify.com/track/54Sc7mZQ1RM03STpk4SfaA
150,"Lean Wit Me","Juice WRLD",1748134,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
151,"No Guidance (feat. Drake)","Chris Brown",1744427,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
152,"Sum 2 Prove","Lil Baby",1735167,https://open.spotify.com/track/5f4Hy5mw5SRaUgXX9c6P5S
153,July,"Noah Cyrus",1716636,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
154,"I Fall Apart","Post Malone",1707944,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
155,"Wait a Minute!",WILLOW,1699675,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
156,"The Less I Know The Better","Tame Impala",1697356,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
157,"Pop Out (feat. Lil Tjay)","Polo G",1695658,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
158,"Tap In",Saweetie,1692006,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD
159,Memories,"Maroon 5",1685496,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
160,"10,000 Hours (with Justin Bieber)","Dan + Shay",1683862,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
161,"The Schuyler Sisters","Renée Elise Goldsberry",1677741,https://open.spotify.com/track/71X7bPDljJHrmEGYCe7kQ8
162,Safaera,"Bad Bunny",1665213,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
163,"Goodbyes (feat. Young Thug)","Post Malone",1654682,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C
164,Savage,"Megan Thee Stallion",1651690,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
165,"My Shot","Lin-Manuel Miranda",1650797,https://open.spotify.com/track/4cxvludVmQxryrnx1m9FqL
166,Woah,"Lil Baby",1644567,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
167,"Go Stupid","Polo G",1643718,https://open.spotify.com/track/4PklAHGXT5ityno3IA8SKd
168,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1642089,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
169,"Electric Love",BØRNS,1638012,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
170,"Wait for It","Leslie Odom Jr.",1630529,https://open.spotify.com/track/7EqpEBPOohgk7NnKvBGFWo
171,"44 BullDog","Pop Smoke",1629763,https://open.spotify.com/track/7sjFIZ1g5QLJLGja3k592K
172,Maniac,"Conan Gray",1623854,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
173,"I Hope","Gabby Barrett",1623447,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo
174,"when the party's over","Billie Eilish",1622124,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
175,"One Margarita","Luke Bryan",1619948,https://open.spotify.com/track/6NhS5LwYbJ6xD7BGvlWRJO
176,"My Affection (with PARTYNEXTDOOR)","Summer Walker",1607319,https://open.spotify.com/track/2aSM4sbNN7cSmpYOG0sf46
177,"Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",1605118,https://open.spotify.com/track/0LEFmgIj8ABU7CelzGh5Bs
178,Moonlight,XXXTENTACION,1589843,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
179,"Best Part (feat. Daniel Caesar)",H.E.R.,1589826,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
180,Heather,"Conan Gray",1589236,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
181,Jangueo,"Anuel AA",1588754,https://open.spotify.com/track/7KKh0ujp8agIiCrkiJhf81
182,Señorita,"Shawn Mendes",1587117,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
183,"Murder On My Mind","YNW Melly",1582481,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
184,"Yo Perreo Sola","Bad Bunny",1576723,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
185,"queen of broken hearts",blackbear,1572327,https://open.spotify.com/track/1YaLBadQjS701ZLZRGjPMX
186,"Past Life (with Selena Gomez)","Trevor Daniel",1570329,https://open.spotify.com/track/4P6IttK2PRBjyr3fm0pP7t
187,"COOLER THAN A BITCH (feat. Roddy Ricch)",Gunna,1566192,https://open.spotify.com/track/5LHHKZOwV8XW4LJP2C64mw
188,"Do It","Chloe x Halle",1564826,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3
189,"Heart On Ice","Rod Wave",1559480,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
190,"Tommy Lee (feat. Post Malone)","Tyla Yaweh",1558673,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV
191,"Die From A Broken Heart","Maddie & Tae",1558065,https://open.spotify.com/track/3DA4SE262k6rdEtlHteNyq
192,"20 Min","Lil Uzi Vert",1553683,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
193,"Need Me","J.I the Prince of N.Y",1551209,https://open.spotify.com/track/2dzja72gQodveSpguIQGJl
194,EARFQUAKE,"Tyler, The Creator",1550720,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
195,SUGAR,BROCKHAMPTON,1549911,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
196,"Like That (feat. Gucci Mane)","Doja Cat",1542196,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
197,"No Role Modelz","J. Cole",1538184,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
198,"No Idea","Don Toliver",1537453,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
199,"Better Now","Post Malone",1525544,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
200,"Gimme Love",Joji,1519631,https://open.spotify.com/track/7AoeZsOn7vyWUL6p8TEHf8
