,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
42,"High Fashion (feat. Mustard)","Roddy Ricch",3051658,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
43,"Someone You Loved","Lewis Capaldi",3034139,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
44,"Be Kind (with Halsey)",Marshmello,3015863,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
45,"Say So","Doja Cat",2969553,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
46,"Turks (with Gunna & ft. Travis Scott)",NAV,2946360,https://open.spotify.com/track/7IMwEtpAiJanqF6vQteZN2
47,"SICKO MODE","Travis Scott",2938121,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
48,Robbery,"Juice WRLD",2835225,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
49,"ily (i love you baby) (feat. Emilee)","Surf Mesa",2829114,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
50,P2,"Lil Uzi Vert",2800745,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
51,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",2781854,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
52,"Play Date","Melanie Martinez",2758494,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
53,"Before You Go","Lewis Capaldi",2710866,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
54,BOP,DaBaby,2631530,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
55,"Godzilla (feat. Juice WRLD)",Eminem,2621949,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
56,"Say So (feat. Nicki Minaj)","Doja Cat",2611984,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
57,"TKN (feat. Travis Scott)",ROSALÍA,2589677,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
58,"Dance Monkey","Tones And I",2581604,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
59,"All Girls Are The Same","Juice WRLD",2551257,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
60,Savage,"Megan Thee Stallion",2439545,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
61,"Emotionally Scarred","Lil Baby",2430950,https://open.spotify.com/track/7ge7BHazYbVKi8qyZUX1Bm
62,"Lose Somebody",Kygo,2410996,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
63,"That Way - Bonus Track","Lil Uzi Vert",2402477,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
64,21,"Polo G",2355976,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
65,"everything i wanted","Billie Eilish",2326597,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
66,"Whiskey Glasses","Morgan Wallen",2313002,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
67,"Jocelyn Flores",XXXTENTACION,2311067,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
68,"Hasta Que Dios Diga","Anuel AA",2303295,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
69,"In Your Eyes","The Weeknd",2294770,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
70,"If the World Was Ending - feat. Julia Michaels","JP Saxe",2276882,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
71,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",2266469,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
72,PTSD,"G Herbo",2261550,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
73,Riot,XXXTENTACION,2258495,https://open.spotify.com/track/4aOOExMBUyxKnEYb39SrTg
74,"Chasin' You","Morgan Wallen",2255008,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A
75,"Yo Perreo Sola","Bad Bunny",2234540,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
76,"Solitaires (feat. Travis Scott)",Future,2196384,https://open.spotify.com/track/4kfeRwpq5KUaqTkgi4TbDF
77,"MIDDLE CHILD","J. Cole",2152034,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
78,SAD!,XXXTENTACION,2143238,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
79,Ransom,"Lil Tecca",2121405,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
80,"OUT WEST (feat. Young Thug)",JACKBOYS,2117797,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
81,"10,000 Hours (with Justin Bieber)","Dan + Shay",2113450,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
82,"Boss Bitch","Doja Cat",2106784,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
83,"Beautiful Crazy","Luke Combs",2096469,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
84,"lovely (with Khalid)","Billie Eilish",2075763,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
85,Safaera,"Bad Bunny",2071162,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
86,"Money In The Grave (Drake ft. Rick Ross)",Drake,2067927,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
87,"Go Stupid","Polo G",2050797,https://open.spotify.com/track/4PklAHGXT5ityno3IA8SKd
88,"Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",2048361,https://open.spotify.com/track/0LEFmgIj8ABU7CelzGh5Bs
89,FTP,YG,2034741,https://open.spotify.com/track/2RBsmtiaD90yNFtqkFjBVW
90,"bad guy","Billie Eilish",2003404,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
91,"rockstar (feat. 21 Savage)","Post Malone",1991891,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
92,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",1989189,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
93,"Need It",Migos,1988515,https://open.spotify.com/track/6mtjo5kIHKlboGE84lf1FJ
94,"We Paid (feat. 42 Dugg)","Lil Baby",1962181,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
95,"Magic In The Hamptons (feat. Lil Yachty)","Social House",1960804,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
96,"SLOW DANCING IN THE DARK",Joji,1953134,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
97,"COOLER THAN A BITCH (feat. Roddy Ricch)",Gunna,1952082,https://open.spotify.com/track/5LHHKZOwV8XW4LJP2C64mw
98,"...And To Those I Love, Thanks For Sticking Around",$uicideBoy$,1949358,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0
99,"Heartless (feat. Morgan Wallen)",Diplo,1939636,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk
100,"XO Tour Llif3","Lil Uzi Vert",1934335,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
101,Memories,"Maroon 5",1932117,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
102,Wow.,"Post Malone",1930043,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
103,"Goodbyes (feat. Young Thug)","Post Malone",1916076,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C
104,Woah,"Lil Baby",1899660,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
105,Suge,DaBaby,1891008,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
106,"Be Something (feat. Lil Baby)","Polo G",1873845,https://open.spotify.com/track/65jw6GhwQW3Db55PxlPEpS
107,"Truth Hurts",Lizzo,1871075,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
108,"Armed And Dangerous","Juice WRLD",1865072,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
109,"Sum 2 Prove","Lil Baby",1845201,https://open.spotify.com/track/5f4Hy5mw5SRaUgXX9c6P5S
110,"I Fall Apart","Post Malone",1822878,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
111,July,"Noah Cyrus",1816569,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
112,"when the party's over","Billie Eilish",1811609,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
113,Selfish,"Madison Beer",1810836,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
114,"On Me (feat. Ava Max) - From 'SCOOB!' The Album","Thomas Rhett",1809791,https://open.spotify.com/track/4ejNoyrhgjrioqJbgTNPu3
115,"Otherside Of America","Meek Mill",1807321,https://open.spotify.com/track/3JBvJ9PwrYA1oeUzI3FMRI
116,"No Guidance (feat. Drake)","Chris Brown",1807259,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
117,"This Is America","Childish Gambino",1801978,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
118,"Pop Out (feat. Lil Tjay)","Polo G",1799136,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
119,"Broke In A Minute","Tory Lanez",1761766,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF
120,SUGAR,BROCKHAMPTON,1753492,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
121,Heartless,"The Weeknd",1751654,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
122,"JU$T (feat. Pharrell Williams & Zack de la Rocha)","Run The Jewels",1750054,https://open.spotify.com/track/10vS4ZLi4XWlIsNXSQXgqh
123,"No Idea","Don Toliver",1744851,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
124,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1741470,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
125,"The Less I Know The Better","Tame Impala",1741191,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
126,"Go Crazy","Chris Brown",1734444,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
127,"Murder On My Mind","YNW Melly",1734042,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
128,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)","Lil Yachty",1714641,https://open.spotify.com/track/0gO3E51A3fqp0ypJ26QbVP
129,"Going Bad (feat. Drake)","Meek Mill",1710625,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
130,Falling,"Harry Styles",1705519,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
131,"Prospect (ft. Lil Baby)","iann dior",1704263,https://open.spotify.com/track/4Zjdzxx0dsavsr7Ehr8fGE
132,"Heart On Ice","Rod Wave",1699748,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
133,F.N,"Lil Tjay",1692333,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
134,EARFQUAKE,"Tyler, The Creator",1691135,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
135,Suicidal,"YNW Melly",1679656,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
136,"Tongue Tied",Grouplove,1679086,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
137,"I Hope","Gabby Barrett",1674714,https://open.spotify.com/track/2Hc4t9N2nt37oO4sF9BynI
138,Dior,"Pop Smoke",1665079,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
139,VIBEZ,DaBaby,1664611,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
140,Congratulations,"Post Malone",1655509,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
141,Moonlight,XXXTENTACION,1654434,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
142,"Know Your Worth",Khalid,1653986,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
143,"223's (feat. 9lokknine)","YNW Melly",1645874,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
144,Señorita,"Shawn Mendes",1645266,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
145,"Better Now","Post Malone",1632276,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
146,"Out Of Love (feat. Internet Money)","Lil Tecca",1629304,https://open.spotify.com/track/7rTzrRdc5UbvLr0gwI1J3E
147,"Commercial (feat. Lil Uzi Vert)","Lil Baby",1617908,https://open.spotify.com/track/3tDqEKKUs6gf8zMvSuLyLA
148,"Beer Can’t Fix","Thomas Rhett",1612473,https://open.spotify.com/track/7idmHTAQQPUFqdjXkoooXD
149,"Temperature Rising","Tory Lanez",1611139,https://open.spotify.com/track/1miln1rdxYSBD0NOeIQeJG
150,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",1609536,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
151,"Lean Wit Me","Juice WRLD",1607828,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
152,"More Than My Hometown","Morgan Wallen",1607537,https://open.spotify.com/track/6FniJZn4agmDtPx1pKZQsa
153,"No Role Modelz","J. Cole",1605002,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
154,"When It Rains It Pours","Luke Combs",1604130,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
155,Camelot,"NLE Choppa",1602914,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
156,WUNNA,Gunna,1599881,https://open.spotify.com/track/0y7Ao3CVJsyKFmqdjutiIF
157,Maniac,"Conan Gray",1586295,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
158,"Pain 1993 (with Playboi Carti)",Drake,1578740,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo
159,"Are You Bored Yet? (feat. Clairo)",Wallows,1575674,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
160,"Hate Me (with Juice WRLD)","Ellie Goulding",1575643,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
161,"Breaking Me",Topic,1565323,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
162,"FIND MY WAY",DaBaby,1564683,https://open.spotify.com/track/1gVCEnryJhkdQcuC0Kbvor
163,"Like That (feat. Gucci Mane)","Doja Cat",1558262,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
164,"7 rings","Ariana Grande",1554139,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
165,"BELIEVE IT",PARTYNEXTDOOR,1551771,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
166,"Does To Me (feat. Eric Church)","Luke Combs",1544172,https://open.spotify.com/track/0nGXi46VcQQ56ZJR428MKS
167,"Captain Hook","Megan Thee Stallion",1543423,https://open.spotify.com/track/1E3VQQWFQAPJkXfYHjqWoI
168,Legends,"Juice WRLD",1540964,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
169,"JUMP (feat. YoungBoy Never Broke Again)",DaBaby,1534876,https://open.spotify.com/track/0oT9ElXYSxvnOOagP9efDq
170,HUMBLE.,"Kendrick Lamar",1532408,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
171,Speechless,"Dan + Shay",1532091,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
172,"Body Like A Back Road","Sam Hunt",1531568,https://open.spotify.com/track/7FpBQ067pHB67deawpbbcY
173,"Stupid Love","Lady Gaga",1527605,https://open.spotify.com/track/7yBbV2k2S2uhaQc24NF2xt
174,Tequila,"Dan + Shay",1524172,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
175,"The London (feat. J. Cole & Travis Scott)","Young Thug",1512343,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
176,"Without Me",Halsey,1507043,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
177,"IDK You Yet","Alexander 23",1500819,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
178,"One Man Band","Old Dominion",1500239,https://open.spotify.com/track/4d06WHb42InzAePn3rarVx
179,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,1498993,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
180,Happier,Marshmello,1493640,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
181,"CITY OF ANGELS",24kGoldn,1493533,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
182,"This City","Sam Fischer",1491099,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
183,"Enemies (feat. DaBaby)","Post Malone",1490937,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
184,Hurricane,"Luke Combs",1484426,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
185,"20 Min","Lil Uzi Vert",1481703,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
186,Youngblood,"5 Seconds of Summer",1473750,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
187,"Wait a Minute!",WILLOW,1473309,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
188,Redbone,"Childish Gambino",1470211,https://open.spotify.com/track/0wXuerDYiBnERgIpbb3JBR
189,"Baby (Lil Baby feat. DaBaby)","Quality Control",1470137,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
190,"Sanguine Paradise","Lil Uzi Vert",1469748,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
191,"Say You Won't Let Go","James Arthur",1467199,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
192,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1466524,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
193,"a lot","21 Savage",1465154,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
194,changes,XXXTENTACION,1456325,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
195,"The Bones","Maren Morris",1453860,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL
196,"Need Me","J.I the Prince of N.Y",1453163,https://open.spotify.com/track/2dzja72gQodveSpguIQGJl
197,"Lights Up","Harry Styles",1446530,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
198,MAMACITA,"Black Eyed Peas",1444936,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
199,"Don't Stop Believin'",Journey,1444837,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
200,"Stuck In A Dream (feat. Gunna)","Lil Mosey",1438826,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
