,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
25,"24 (feat. Lil Baby)","Money Man",3359182,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5
26,"What You Know Bout Love","Pop Smoke",3310653,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
27,"Roses - Imanbek Remix","SAINt JHN",3306059,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
28,"7 Summers","Morgan Wallen",3287254,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy
29,"Put Your Records On","Ritt Momney",3257777,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
30,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",3226889,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
31,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",3212663,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
32,Diamonds,"Sam Smith",3160019,https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv
33,"Lucid Dreams","Juice WRLD",3100277,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
34,Circles,"Post Malone",3039382,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
35,Robbery,"Juice WRLD",3034215,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
36,"The Box","Roddy Ricch",3031906,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
37,"All Girls Are The Same","Juice WRLD",2982690,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
38,"GREECE (feat. Drake)","DJ Khaled",2951470,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
39,Hawái,Maluma,2935834,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
40,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",2934704,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
41,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,2927342,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
42,"Midnight Sky","Miley Cyrus",2865250,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
43,21,"Polo G",2860069,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
44,"death bed (coffee for your head)",Powfu,2839772,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
45,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",2805066,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49
46,"Blastoff (feat. Juice Wrld & Trippie Redd)","Internet Money",2796001,https://open.spotify.com/track/7dH9TPjTWQ60wOJkmYay8a
47,"Dolly (with Lil Uzi Vert)","Lil Tecca",2778346,https://open.spotify.com/track/77Xwqkw7VrV8E5FCq9JhO8
48,"We Paid (feat. 42 Dugg)","Lil Baby",2766781,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
49,Conversations,"Juice WRLD",2763725,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob
50,"Before You Go","Lewis Capaldi",2761789,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
51,"Party Girl",StaySolidRocky,2708500,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
52,"Someone You Loved","Lewis Capaldi",2652142,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
53,"Without You","Luke Combs",2597187,https://open.spotify.com/track/34slXA5D75T5S0dwYYRd4J
54,"After Party","Don Toliver",2596670,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
55,"Electric Love",BØRNS,2591031,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
56,"Mad at Disney","salem ilese",2583928,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
57,"Got It On Me","Pop Smoke",2565323,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
58,"Head & Heart (feat. MNEK)","Joel Corry",2530441,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
59,Righteous,"Juice WRLD",2489528,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm
60,"Breaking Me",Topic,2487141,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
61,goosebumps,"Travis Scott",2406334,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
62,"Lets Link",WhoHeem,2398111,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5
63,"Ice Cream (with Selena Gomez)",BLACKPINK,2397415,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX
64,"Adore You","Harry Styles",2396132,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
65,"Rain On Me (with Ariana Grande)","Lady Gaga",2377191,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
66,"GO (feat. Juice WRLD)","The Kid LAROI",2377035,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
67,"Me Gusta (with Cardi B & Myke Towers)",Anitta,2351182,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
68,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",2326339,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
69,"Life Is Good (feat. Drake)",Future,2316630,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
70,"Intentions (feat. Quavo)","Justin Bieber",2309325,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
71,"Tap In",Saweetie,2295737,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD
72,"Rags2Riches 2 (feat. Lil Baby)","Rod Wave",2293740,https://open.spotify.com/track/0qJeyYAgv6UpvewUxRXAhb
73,"Girls in the Hood","Megan Thee Stallion",2278687,https://open.spotify.com/track/6WbTTAGKrQtCQvmc5BuYfh
74,"SICKO MODE","Travis Scott",2274896,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
75,cardigan,"Taylor Swift",2270328,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
76,"hot girl bummer",blackbear,2264064,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
77,"Still Don't Know My Name",Labrinth,2247316,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
78,"Whiskey Glasses","Morgan Wallen",2234234,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
79,"HIGHEST IN THE ROOM","Travis Scott",2206659,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
80,Dior,"Pop Smoke",2198191,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
81,"You Got It",Vedo,2193271,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
82,"Sunday Best (Feeling Good, Like I Should)",Surfaces,2185812,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
83,"WHATS POPPIN","Jack Harlow",2178885,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
84,Daisy,Ashnikko,2176600,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
85,"Toosie Slide",Drake,2163911,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
86,September,"Earth, Wind & Fire",2161243,https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw
87,"THE SCOTTS","THE SCOTTS",2153348,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
88,"Are You Bored Yet? (feat. Clairo)",Wallows,2151127,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
89,"The Bigger Picture","Lil Baby",2137848,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1
90,"More Than My Hometown","Morgan Wallen",2082898,https://open.spotify.com/track/0eBXyY4SatzpE7opnzgXvz
91,"Chasin' You","Morgan Wallen",2074859,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A
92,ROXANNE,"Arizona Zervas",2067894,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
93,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",2067744,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
94,Falling,"Trevor Daniel",2021211,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
95,"Ballin' (with Roddy Ricch)",Mustard,2006568,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
96,"Jocelyn Flores",XXXTENTACION,2001149,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
97,"If the World Was Ending - feat. Julia Michaels","JP Saxe",2000405,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
98,"SLOW DANCING IN THE DARK",Joji,1987947,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
99,"the 1","Taylor Swift",1981055,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
100,"Stunnin' (feat. Harm Franklin)","Curtis Waters",1980204,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
101,"OK Not To Be OK",Marshmello,1960626,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv
102,"my future","Billie Eilish",1946666,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
103,"exile (feat. Bon Iver)","Taylor Swift",1939022,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
104,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",1924960,https://open.spotify.com/track/1Z0cZI0UzNbP9L8MzzGxqf
105,"Flex (feat. Juice WRLD)","Polo G",1918507,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
106,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",1918000,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
107,Excitement,"Trippie Redd",1906047,https://open.spotify.com/track/3WnTQDd9A3bpBfzCziElU9
108,"BLIND (feat. Young Thug)",DaBaby,1892203,https://open.spotify.com/track/2T5NBwKRySiCR78vVk08vr
109,"Money Trees","Kendrick Lamar",1868260,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
110,"Beautiful Crazy","Luke Combs",1867809,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
111,"Stuck with U (with Justin Bieber)","Ariana Grande",1852907,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
112,Falling,"Harry Styles",1845621,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
113,"I Hope","Gabby Barrett",1838920,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo
114,"Said Sum (feat. City Girls & DaBaby) - Remix","Moneybagg Yo",1837101,https://open.spotify.com/track/13VXVxePp4NUiXwtmQ0viz
115,"No Guidance (feat. Drake)","Chris Brown",1834134,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
116,"Chicago Freestyle (feat. Giveon)",Drake,1831049,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
117,"No Wind Resistance!",Kinneret,1824309,https://open.spotify.com/track/78Vm1H6bT8WQyPNyx7HBhP
118,"feel something","Bea Miller",1799596,https://open.spotify.com/track/7JDWhC422Gtk1Bq0mL3OTC
119,"Heartless (feat. Morgan Wallen)",Diplo,1772731,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk
120,"Star Shopping","Lil Peep",1772688,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp
121,"High Fashion (feat. Mustard)","Roddy Ricch",1771776,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
122,"20 Min","Lil Uzi Vert",1770600,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
123,"Narrow Road (feat. Lil Baby)","NLE Choppa",1768913,https://open.spotify.com/track/0mCiEhtdRn5YYhefLXcxI7
124,"Godzilla (feat. Juice WRLD)",Eminem,1767896,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
125,"Dance Monkey","Tones And I",1765441,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
126,Sofia,Clairo,1755406,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
127,"Sweater Weather","The Neighbourhood",1752965,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
128,"Take You Dancing","Jason Derulo",1749894,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
129,BOP,DaBaby,1746970,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
130,SAD!,XXXTENTACION,1741955,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
131,"MIDDLE CHILD","J. Cole",1738982,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
132,"Life's A Mess (feat. Halsey)","Juice WRLD",1737650,https://open.spotify.com/track/5wWAwzGp2OaaoIkwcz6wZs
133,July,"Noah Cyrus",1733810,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
134,"When You Down (with Polo G feat. Lil Durk)","Lil Tecca",1731080,https://open.spotify.com/track/5kTn07V96U8LyoQgz6DZzX
135,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",1729210,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
136,"lovely (with Khalid)","Billie Eilish",1726302,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
137,"My Window (feat. Lil Wayne)","YoungBoy Never Broke Again",1721251,https://open.spotify.com/track/7IECs9d4Rrlpa7tiHOCE1w
138,"3 Headed Goat (feat. Lil Baby & Polo G)","Lil Durk",1718242,https://open.spotify.com/track/2h4cmbyb6S7e8igDZIITJU
139,"Hit Different",SZA,1711557,https://open.spotify.com/track/7Bar1kLTmsRmH6FCKKMEyU
140,"Rags2Riches (feat. ATR Son Son)","Rod Wave",1708471,https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq
141,"Don't Start Now","Dua Lipa",1700276,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
142,"One Of Them Girls","Lee Brice",1697467,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa
143,"Tongue Tied",Grouplove,1696325,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
144,"Break My Heart","Dua Lipa",1682413,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
145,PTSD,"G Herbo",1681540,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
146,"everything i wanted","Billie Eilish",1678284,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
147,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",1671994,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
148,"Kings & Queens","Ava Max",1666259,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
149,"One Too Many","Keith Urban",1663624,https://open.spotify.com/track/3X7H1FAiWAW937WvsFeMhe
150,"No Role Modelz","J. Cole",1662005,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
151,"Prospect (ft. Lil Baby)","iann dior",1653568,https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt
152,"I Fall Apart","Post Malone",1642201,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
153,"The Less I Know The Better","Tame Impala",1637818,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
154,"rockstar (feat. 21 Savage)","Post Malone",1628688,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
155,"Pussy Talk","City Girls",1622327,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9
156,"Kacey Talk","YoungBoy Never Broke Again",1611444,https://open.spotify.com/track/1SF8piqsZWn86DajVKih8F
157,"Ay, DiOs Mío!","KAROL G",1606319,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
158,"10,000 Hours (with Justin Bieber)","Dan + Shay",1591163,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
159,Wow.,"Post Malone",1582713,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
160,"XO Tour Llif3","Lil Uzi Vert",1574537,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
161,"Cover Me Up","Morgan Wallen",1571923,https://open.spotify.com/track/7Jd0VVrzeTTWipxSzJ81aC
162,betty,"Taylor Swift",1564200,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi
163,"Armed And Dangerous","Juice WRLD",1550953,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
164,Maniac,"Conan Gray",1532340,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
165,Bang!,AJR,1531437,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn
166,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",1527647,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
167,"Say So","Doja Cat",1527156,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
168,"ily (i love you baby) (feat. Emilee)","Surf Mesa",1526973,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
169,"bad guy","Billie Eilish",1523453,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
170,"Stay High","Juice WRLD",1515190,https://open.spotify.com/track/21CkzgKCBCq5V4XKjiGSIj
171,"Daddy Issues","The Neighbourhood",1507371,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
172,"Blood On My Jeans","Juice WRLD",1503995,https://open.spotify.com/track/0fCwrjKfWxF3xQhZrYUw4T
173,"when the party's over","Billie Eilish",1501737,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
174,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1501472,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
175,"Say You Won't Let Go","James Arthur",1494763,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
176,"La Jeepeta - Remix","Nio Garcia",1492812,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
177,"Mr. Brightside","The Killers",1486309,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
178,"Murder On My Mind","YNW Melly",1481164,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
179,"Die From A Broken Heart","Maddie & Tae",1479876,https://open.spotify.com/track/3DA4SE262k6rdEtlHteNyq
180,"Better Together","Luke Combs",1477336,https://open.spotify.com/track/6gdLyYNuhWBzqwlOFSsXC7
181,"Dead Man Walking","Brent Faiyaz",1473032,https://open.spotify.com/track/5VlTQnZO89Ioku8ssdbqJk
182,"Tennessee Whiskey","Chris Stapleton",1467571,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx
183,"Over Now (with The Weeknd)","Calvin Harris",1467134,https://open.spotify.com/track/58AGoOGbwsQMhBbH0eFLRR
184,"Pop Out (feat. Lil Tjay)","Polo G",1465577,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
185,"3 Musketeers",NextYoungin,1461220,https://open.spotify.com/track/57Oi4yqY27uJzCyqFWIP5q
186,"Be Kind (with Halsey)",Marshmello,1449150,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
187,Myron,"Lil Uzi Vert",1448437,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
188,"Truth Hurts",Lizzo,1446171,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
189,F.N,"Lil Tjay",1436171,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
190,"...And To Those I Love, Thanks For Sticking Around",$uicideBoy$,1429065,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0
191,"Relación - Remix",Sech,1423410,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
192,"Dreams - 2004 Remaster","Fleetwood Mac",1421506,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
193,Memories,"Maroon 5",1414774,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
194,"Money In The Grave (Drake ft. Rick Ross)",Drake,1414637,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
195,hooligan,"Baby Keem",1411171,https://open.spotify.com/track/02iYJG3KLBJODa5JkQ4O6y
196,"Stuntin' On You (feat. DaBaby)","Tyla Yaweh",1410954,https://open.spotify.com/track/341lTIxmhybbQsgydwJiFx
197,"OUT WEST (feat. Young Thug)",JACKBOYS,1409576,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
198,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",HIXTAPE,1408061,https://open.spotify.com/track/5FmvaZGd6fulojSToozLRD
199,Moonlight,XXXTENTACION,1402021,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
200,"Our Time","Lil Tecca",1401876,https://open.spotify.com/track/2WxUIiq06XXPYWl9YcRJnD
